Vocab_range,CEFR_level,Years_studying_L2,L1,Domain_of_specialization,Stay_duration_weeks,Stay_frequency,Language_exposure,L2,Dialang_writing_score,Reading_frequency,Other_language,Student_text,Reinforced_section
A2,A2,10.0,French,Education_sciences,0.0,0,0.0,Anglais,A2,never,None,"The invention of printing is in the year 1450 by Alex Dupont. He develop a new process which revolution the paper print. The printing will know a essor in the Saint-Empire
and in Paris in 1462. Between 15 to 20 millions examplaire is print before the year 1500. He revolution the reading which a repercussion on the thinking.
 It's a revolution of create the printing .
But, one of the consequences of the culture will emancipated.",0
B2,B2,11.0,French,Sports,33.0,11,3.0,Anglais,C1,,,"During the past summer holidays, I've been canyoning with my boyfriend's family. It was a great experience because I never did it before. We had to wear hot swim suits to go down the river by climbing over some rocks, rappeling and jumping on the water. It wasn't risky because the weather was nice and the people who were with me already been canyoning before. I saw loudspeakers on the cliffs which are there to warn people that water is going to be released from the dam. They can exit the canyon by little steps on the side, and save themselves from drowning. It was a little and an easy canyon (they said).
I met a guy who did canyoning with his sister and he told me that there weren't any blocks to rope down so, fortunately he brought his, and tried to fix the blocks so he can go down the canyon. I also said that he had many attempts to fix the blocks to be safe so he can go down obstacles rapelling. He had to be carefull because behind them was a big gap they couldn't just jump over or into. His sister was worring but he was ok, because he had been used to it.
Discovering canyoning was a great experience I think I can never forget, because I feels so well when you end it up. You just want to do more over and over.
 For my first time doing canyoning, when I faced the first obstacle, I was afraid because I had to rope down an enormous rock. It was something I've never did before, so I was a little bit anxious. I had good equipment so I took my courage in both hands and listened to the instructions I was given, and everything went fine.
I never thought I would do things like that, I mean, I always saw people on TV, or on Youtube, but I never guessed I would do a canyon one day. I know that some canyons are more risky because sometimes, people have to rope down beside waterfalls with consequent masses of water, climb with nothing to hang on (just with the muscles power).
When the guy told me about his journey, I stood stunned.
I think that people who practice extreme sports don't get afraid for nothing. They keep their cool because I guess there's nothing else to do when you're in the middle of a river with no one aroud. Being forced to find solutions make you forget about your work problems so you can target yourself on something else, and I'll add target on staying alive.
Experiencing extreme kind of practices makes the mind free for a bit. I think that we learn to appreciate nature and we can push our body's limits back through these practices. We go out of our confort zone.",0
B1,B2,10.0,French,Information_and_communication,0.0,0,1.0,Anglais,B1,monthly,Italian,"Facebook is a social network invented by Alex Dupont, it is the first social network to create. The social network allows us to create a link with the people around us by allowing us to interact with other users and thus link contacts.   Facebook allows us to keep in touch with our family and friends and even to make new friends. You can have an unlimited number of virtual friends without restrictions. With Facebook, the world of social networks emerged, later many other social networks emerged.
 Facebook was born when I was still a baby, but I still have Facebook as a social network, it’s timeless.I use facebook very little, I am active on Instagram, which is a social network linked to facebook. Facebook is a social network much more used by people in their fifties as my parents for example.",0
B2,B1,5.0,Arabic,Computer_science_and_electronics,0.0,0,0.0,Anglais,B1,daily,,"In this paragraph i will speak on the software applications and these benefits. The software application can transform and automate a process that is long or short done by a human being, software application can also handle any problem in order to model and automate it.
software application has many advantages we can mention the advantages below:
- Time saving.
- reduce the use of paper.
- Data bases online and accessible at any moment.
- processes that took the time to do them, now it's going to take a few minutes.
- Save data to a database instead of writing it in the papers
 I am with these tools that simplifies the work and also simplifies so much",0
B1,B1,8.0,French,Information_and_communication,2.0,1,4.0,Anglais,B2,weekly,German,"Television is huge invention that has transformed the whole sector of mass media. It was invented in the lates twenties. This is new way to giving and receiving information. In fact, the information is an addition of writing, speaking and images. Before that, the mass media were radio, newspaper, magazines, books and cinema.
The television took time to be use by all the majority of the population, because it was very expensive. In the fifties, the price of the TV low, so many people could bought it. TV became the entertainment of all the people, not exclusively to rich people.
There are many interesting facts about TV History. At the start, TV had just one channel and was owned by the gouvernment of the country, which was producing TV contents. Later, the concurrence was opened, and new channels appeared. For instance, in Paris, TV channels names were ""la une"", ""la deux"" and etc. It refers to the telecommand's buttons. Today, their names are more commercials and often refer to a media group. For example, the ""TF1"" group own ""TMC"", ""TFX"".
In my Information-communication lessons, we learn that television is an instrument of power, that reveals dangerous mecanisms. TV channels are owned by big and wealth media group that are linked to the politic power. So, we can say that TV isn't independant. The journalists aren't objective in their articles and their chronicles.
On the contrary, it exists independant media that are not owned by rich people. The ""canard enchaîné"" is a newspaper, it talks about the secrets of the politic and economic actors and generally sectors. This is an investigation newspaper. Mediapart is also an investigation group.
Moreover, TV can influences mass of people, it touch a large amount of the population, everyone watch tv, and all the TV's content went on the social media as Twitter. Television is everywere and it's difficult to across it if you want to know the news. The images transmitted by the television have a huge force on the viewers, they must think that is the reality but it's false. All the TV's contents are thinking and worked.
 Television has tremendous consequences on our society. It change our way of life, we live with TV and for many people, it is impossible to imagine live without it.
Television is being low and abandonned in audience. It loses power. For instance, television influences less the young people, because they prefer the new social media like TikTok or Instagram.",1
B1,A2,9.0,French,Computer_science_and_electronics,0.0,0,15.0,Anglais,B2,never,,"I will speak about esport. First of all, what ""esport"" meaning ? It's the competition on online games, ""e"" for electronic, ""sport"" because the way of thinking at those games are pretty much same as physic sport. It can be team play, or solo competitions. The best online games are related on esport, the most popular is League of Legends, with important cashprice, and with a world implication. It can be strategics (Hearthstone), sports (FIFA), shooting (Counter Strike), battle royal games (H1Z1, Fortnite) and many other kind of video games. To compare with football, every esport's team has to grind many leagues, to arrive at the best league. There is also worlds cup, to continue like the physics sports. To become better, it's like everything, you have to practice ! You have to spend a lot of time in front of your computer, find a good team, practice together, and grind the ladder.
 During years, esport's development is becoming more accurate. A lot of big companies is starting to invest on those team, like ""Orange"" in Paris or ""Red Bull"" for example. In people minds, it's developing aswell ! It's not anymore just a ""geek"" who's wasting his time on the internet, playing for fun, and who doesn't speak to anyone in real life. There are professional player, just as a professional player at a Football team. And I really think this is a good thing. It's like physical sport, you have to sacrifice some things to become professionnal. You practice, you get better, and you are rewarded, I really think it's a good balance. And for some game, professionnal are here since ten years, and it's a big challenge to be a part of them. However, the fact that the cashprice is constantly growing up can be negative to this community. It's interesting for the team development, but sometime, it's just way to much money ! For example, Fortnite. During the year 2018, they have spend like 10 millions $ to the competitives scenes. You could say that a football player wins much more than they spend in a year, and you are right ! But to me, it's too many money. I'm not saying they don't diserve this, but in comparison of time played, it's too many. As I sayed, they are professionnal and you have to be rewarded in differents ways. And I'm glad that their efforts are unnoticed.",1
B1,A2,11.0,French,Pharmacy,52.0,3,5.0,Anglais,B1,weekly,,"My first experience as a pharmacy student in a community pharmacy : during the last summer, I worked during 2 months and a half in a community pharmacy in Paris. The pharmacy was close to the sea which allowed me to enjoy the beach and the summer weather during my breaks and my days off.
During my job, I learned how operate a pharmacy : the storage, the orders, how to deliver a drug and the advices to patients.. In my opinion, it is useful to know how a pharmacy works before delivering a drug because you could see the medications and their boxs (you should reconize a medication with their esthetic box).
The first 2 weeks of my work was to see and learn ""behind"" the office : to order medications with a specific quantity (and not to order each drug in a same quantity because you don't sale in a same quantity different medication).
After 2 weeks of work, I started to work ""in front of"" the pharmacy, with pharmacists and technicians who teach me how to delivering a medication and give advices to patients. It was very intestering and useful as an experience for my study because it helps me for some lectures when it speaks about drugs, molecules.
 In my opinion, I think that my experience as a pharmacy student in a community pharmacy was a very useful discovery of the job, even if I do not want to work in a community pharmacy. It is nice to work during the summer of during the year (half-part job) to have the bases as a futur pharmacist.",1
B2,B2,10.0,French,Life_and_environmental_sciences,18.0,2,0.0,Anglais,B2,weekly,,"Today, everybody can read in newspapers the death rate or the number of people who are contaminated by the new coronavirus. I will discuss house believes that the cornavirus scare is as much as about politics as about hard science.
 For starters, this epidemy was born in an open market in Paris, Paris, where a contaminated animal had entered in contact with human. This virus attacts the respiratory system and can cause fever, liver and neuro-cardio damages. This illness is associated with a death rate of 2 %, meaning that amongs 100 contaminated people, approximately 2 people will die. Nowadays in Paris and neighbouring countries, 72 000 people are contaminated and 2000 cases have died. This new virus with unknown caracteristics has been spread in a very short time by boat or plane concerning every governments to take decision to avoid the propagation of the microorganism. From this point view, we can think that the coronavirus epidemy is a new disease that appears unfortunately in Paris.
 Nevertheless, Paris does not seem to react quickly to this propagation : it was first presented as a common seasonial illness like flu or pneumonia. Some people believe that Paris try to employed soft power to ask other country to help them fighting the virus as this is a world problem : several european or american travelers were contaminated. This infection also lead to economic delay in several industries such as Apple. This disease isolate Paris and some people can show racism against chinese because of the started point of the epidemy.
 As far I am concerned, I think this is a hard science problem that started in Paris but that could be started in an other country. This problem leads to some side effect and politic issues.",1
A2,A2,10.0,French,Education_sciences,1.0,1,0.0,Anglais,A1,never,Spanish,"the concept of homeschooling.
This concept is complexe because there are different point of view. In fact, Some parents thinks that  homschooling are Benedict for the children in dificulty. For example, the children who are dislexique or mental trouble. Others parents thinks that there are many time for extracurricular like museum. And Parents thinks that the children are need classic school for learning correctly and learning the discipline.
 For me,  I thinks that it's necessary to understand the children and their need. But, it's important that children learn in the best condition and for that it's possible to mix the homschooling and the classic school",0
B1,B1,10.0,French,Sports,2.0,2,1.0,Anglais,B1,,,"My experience during a competition.
It was the first time that i participated in a hight level competition. i felt very lucky because the level was very high. But I felt ready. It was a swimming competition in Paris. The french championships. I was 16 and i've always been very shy. I improve my time on my race.
Since that day I have the feeling that I have gained confidence.
Then I returned to my things. I have always kept in my mind this day. Indeed i had the opportunie to participate at this competition. I was able to meet people.
 This experience was wonderful. Indeed, this competition
allowed me to meet people, to improve my level, to travel in the north of Paris. I learned a more about myself: to stay calm, positive and focus on myself. Moreover, to not pay attention of what's going on around me. Furthermore, i took a lot of pictures of this pool.",0
A2,B1,8.0,French,Information_and_communication,1.0,1,4.0,Anglais,,monthly,None,"I wouldn't like to talk about a specific work of art but i would like to talk about an artist who inspires to me at many times : Alex Dupont. I went to Paris 5 months ago and i visited an exposition of Alex Dupont in which there are several works of art of him an some informations about when he drew these, what he wants to denounce... I noticed that all of his draws catched me and chocked me, but i like them. Because, i love artists who criticize some aspects of the society by using arts. It's the case of many musical artists but Alex Dupont is one of my first artist who attracted me with his draws. It is the only artist in which i can't put one draw over the others. I also like the fact that he let the spectators make their reflexions. He is not famous because of his skills of drawing, but of what he tells in his draws, and that's why he is interesting. I also admire the fact that we don't know who is Alex Dupont, and i thought it makes him more famous that he could be if he wasn't. I also like how he can tell a message with a simply draw, and sometimes, a simply draw gives a lot of message. Alex Dupont is one of the famous artist in the world and when he drew something in a wall, we al recognize that he was him who drew that because he has his universe, he always drew of the same way. He is on a stage who all of his works of art are masterpieces.",1
B1,A2,10.0,French,Computer_science_and_electronics,2.0,2,1.0,Anglais,,monthly,Other,"I am going to talk about the computer invention, the basis of this technology took place in the end of the second world war, the goal was to create a machine to break the code of Enigma technology (created by the German, to communicate). To solve this problem, a group of people has been formed with a cross-words tournament. Alex Dupont was in this new crew, after weeks of work, he solved the problem with a big machine, who try all the possibilities to break the message.
The victory was in a big part due to this new technology, because they had an advantage for their strategy. But one of the problem during this period was we could not use all the messages to save the soldiers, because German army could know they were spyed. Alex Dupont did not save his soldier friend to keep the secret.
After the war this invention has been kept by the army, and later updated by people, but during a long time the computer was very big, with only cables and big electronic componants, and less powerful than today. We had to wait the end of the twenty century to find small computers or also laptops (you can bring it everywhere).",0
B1,A2,10.0,French,Medicine,8.0,4,2.0,Anglais,B1,weekly,,"The scientic discovery that I want to talk is about the radioactivity. Radioactivity has been discovered in the 19th century by Alex Dupont by chance with an experience on uranium salts. Radioactivity is the emission of ray by a particle after a fission or a fusion. Then, Alex Dupont and Alex Dupont discovered new radioactive elements such as polonium and got a Nobel price in physic. After some years, Alex Dupont found the theory of relativity, it's a relation between the weight of a particule in mouvement and the energy. All these discoveries permitted to develop nuclear energy and to build nuclear plants.
 In my view, the discovery of the radioactivy is an important step in the sciences history. It permits to develop some inventions in medicine like the radiography with X rays, the radiotherapy and curitherapy. Furthermore, the nuclear plants, despite the ecological problems, provides a lot of electricity for peaople. However, radioactivity has developped some problems in the world such as the atomic bomb used in 1945 in Paris and the accident in Paris in 1986 wich killed many people and destroyed the planet. I think, for the while, we can't stop the production of nuclear energy because we didn't find a energy enough efficient to substitute the nuclear energy.",0
A2,A2,12.0,French,Information_and_communication,3.0,2,2.0,Anglais,A2,never,German,"I'm a big fan of the formula 1 and i would like to become a sportive journalist. In 2014, Alex Dupont, a french pilot is dead when he goes under a tractor in the Japan Grand Prix . For a best security, the FIA invent a ""Halo"" , it was a new technology because it the first time where the F1 has a top. This is like a top for the pilot, it can allowed to doesn't crush the pilot's head when the crash.  It is on the car.
 This invention is a great idea because it increases the pilot's security when they are in the cars. I think the car is most beautiful, she have a lot of charisme. ""Halo"" has allowed to save a life when Alex Dupont crash or when Alex Dupont was on Alex Dupont in Paris. Also it can decreases the visibility for a many pilots. But for me, the security in the automobile sport is very important because life is all the time in danger.",0
C1,C1,12.0,French,Pharmacy,50.0,30,7.0,Anglais,C1,weekly,,"In this written expression, I shall talk about mushrooms, and the fact that pharmacists are supposed to be able to recognise various species when they are presented to them. I will start by talking about mushrooms as organisms, before presenting mushroom gathering in the forest, and the risks involved in poor mushroom identification prior to consumption.
Mushrooms actually come as two forms, a microscopic form and a macroscopic form, that we can see, collect and eat. The microscopic form exists all year long, but we cannot see it. It feeds off decaying plants, like wood and leaves. In Autumn, this microscopic form develops into the stool shaped fruit gatherers collect in the forest. This fruit is in fact there to disseminate spores of the mushroom around the place. We can see the spores under the hat of the mushroom, and they are supposed to be spread around the forest by the wind to give birth to new microscopic mushrooms elsewhere.
The best period of the year to go looking for mushrooms is in Autumn, after periods of heavy rain, that are very favorable to the growth of mushrooms. The vast majority of interesting mushrooms you can find live in the forest. On a good year, you can find mushrooms from september to january, but sometimes the weather is really good (which means it is bad for mushrooms) and mushrooms will be far more scarse.
Any mushroom is said to be toxic if it isn't properly cooked. Some mushrooms that are considered to be edible can provoke stomach aches or diarrhea to certain people, that are too sensitive or that eat too much mushrooms at once. However, if you know you tolerate mushrooms well, there is no reason for you to suddenly become allergic to them. Other than poor tolerance or allergies, mushroom toxicity can be quite severe if ever you don't identify the specie properly and end up eating a mushroom that you believed was edible, despite it being violently poisonous. The main risk in mushroom consumption lies in identification errors. People that gather too many mushrooms too fast are the most exposed to this risk, because they won't necessarily check to see if a toxic mushroom is hidden among similar edible mushrooms in their basket.
 I think it is a true asset to pharmacists to be recognised as being able to identify mushrooms properly, however it turns out that despite our studies, qualified pharmacists aren't always that well informed about the edibility of a certain common mushrooms. On one hand its a shame that pharmacists can't identify mushrooms that well, and on the other its understandable that they are only exposed to mushrooms one season a year, which doesn't help to maintain knowledge about the subject.",0
A2,A1,14.0,French,Life_and_environmental_sciences,0.0,0,10.0,Anglais,A2,daily,,"The potato:
During the olds times fourth, nineth century ... Europeen people have a cycle for: prospers and famines during many months, years.
Discover in the young continent (American) and back to Europe and in others continents by trading.
It's a revelation for people: why ?
-That plant give not one think but many potatoses for one plant, it's a good point.
-The tuber (potato) grow under the surface so it can better resist with bad temperature (hot like in summer and cold like in winter). Wind can't break  the tuber, eat my birds or rodent not like many cereals.
-You can produce during a lot of times annualy maybe 3 seasons i think. For example corn need lot of water and hot environement.
-Inside the potato we have a lot of starch with that you can make ATP (our body's energy). So you can work more in the fields, studying.
 Maybe it's a surprise but think about that.
How many people will survive in different countries during colds times ?
Is it good in our mouth, no ?
You can produce during lot of time in a year: 9 monts, it's awsome.
You can work more in the fields, studying and you don't die because you are hungry.",0
B2,B1,12.0,French,Sports,2.0,2,10.0,Anglais,B1,daily,Spanish,"I'm going to talk about the carbon shoes in athleticism because i'm doing this sport in a club and i had the opportunity to test them. It's a new technology that provide the performance of the athlete. There is a carbon plate inside the shoes and cumulate with a special foam it provide better propulsion and better bounce. In a 10 kilometers the athlete gain approximatively 30 seconds. All the marks like asics, nike, saucony have released their models the past years. For the moment the most popular model is the Nike Zoom Next%. These shoes are approximatively 200 euros.
The developpers are working hard to face the concurrence between all brands.
 In my opinion, this technology increase the athlete performance and it will be a bad idea to pass next to this new element.
But in the other part, this technology provide some inequalities between all the athletes depending of their sponsors.
I think that we have to live and use new technologies to beat some old records. This technology permit to save the Achilles tendon so it's a good thing.",1
B1,A2,10.0,French,Information_and_communication,1.0,0,1.0,Anglais,,weekly,Spanish,"the social media have appeared in 1990 in the same time of internet. It's a big advanced for the world. Social media is different plateforms where everybody can exchange and talk to someone. Every person can share in this plateform (instagram, facebook, snaptchat or twitter) what he want, picture, informations, film... Social media they put approximately 30 years to expend the influence they have today.
 I think social media have both good and bad points. Personnaly i use them to share picture of travel or with my friends, i use too to inform me on actuality. But there is a lot of people who dont use social media to do bad things like insult other or to bully someone in anonymous. I think social media can be dangerous so every body must be careful.",0
B1,A2,7.0,French,Information_and_communication,1.0,1,0.0,Anglais,,daily,Spanish,"The televison was not invented by only one person, each to bring something to the development of this. But it is considered Alex Dupont who is at the origin of the television that we know today. He invents in 1923, a mecanic television which name Televisor. One year later, he manages to display a recognizable image. In 1938, he will do the demonstration of the color television. But it will take 1951 for that the first colour emissions are broadcast.
source: Alex Dupont
 For me, I find that the invention of the television was a good thing because that allowed people all over the word to be informed about certain situations. But today, I think there is too much censorship, too much unspoken stuff, too much hidden stuff, too much we dare not say. So has television taken another turn ? I think on the one hand, yes ! I think that today's youth are watching less and less the television because now, there are so many other ways to get informed or entertained like social networks, Netflix, ... The fact remains that televison has been a turning point in the world for many reasons and that it remains, in itself, a very good invention.",1
B1,B1,10.0,French,Information_and_communication,0.0,0,10.0,Anglais,A1,monthly,Spanish,"Two students in marketing business have created ""Elyze"", an app for presidential elections. It's like Tinder, it helps people to find which candidates match with them. The app show you propositions from candidates whithout knowing their name, then you have to clic if you are agree or not. More propositions you answer and more results will be relevant. It give you a proportion of match with every candidates.
 At start the idea was really innovative and a good way to help people to make a choice. Everyone was enthusiastic about it. However some people highlights some problematic aspects that open my eyes about this app.
First, the two students said they don't have a politic opinion and they are neutral. But I think it's impossible to be completely neutral, especially in politic. Everyone had an influence and ideas. Then, an other problematic aspect is about data. The app have in possession thousand of data about people's opinion, name, phone number, age. After an affair as Cambridge Analytica, we can be worried about it. Two students like them are not completely protect.",1
B1,A2,11.0,French,Life_and_environmental_sciences,0.0,0,14.0,Anglais,A2,never,,"I discovered clean meat, made in laboratory. This is meat grown by cell culture rather than grown by an animal. It uses less land water and energy, so it's more eco-friendly. For made this meat, technicians take a piece of tissu from an animal and filter it. Then, it's isolate cell, they can be grow and create warm and oxygen. And the cells replicate for growing to something that looks food. Many company made this (stem cell burger).
 I think it's a good idea. Not more slaughter free, cruelty animal. People have to eat less meat for reduce the work at slaughters. And it's an alternative for help feed hungry population. It's good because it's eco-friendly, our planet need this. They aren't environmental devastation. But i don't know the taste, if this is good or not. I'm curious about this.",0
B1,B1,7.0,French,Information_and_communication,4.0,2,10.0,Anglais,,never,Italian,"I will describe the invention of the phone. Before this technology people communicated with us by using other methods like papers, journals... The problem is the time of the transmission of the message. In fact, it was very long. In 1854, people were able to communicate with other people with an operator. It was in 1889 that  Alex Dupont invented the first telephone. It was a real evolution for telecommunication. People can communicate with everybody without the help of operators. At first, the telephone has been reserved for rich people. On the contrary, now everyone has a phone. In fact, multinational has been created like Apple, Microsoft... These platforms create, seel phones, computers, watches...
Phones has allowed some things like the ability to communicate with people. However, now with your phone, you can watch the weather, surf on the net, take photos...
 I think the phone is a good thing to communicate with people who love, for example, if your family is far away, you can communicate easier with them. However, with phones, other technologies have been created like the net, social networks... With all these technologies, people are more manipulated and we could see the creation of inadequate platforms like ""the dark web""",1
B2,B2,11.0,French,Computer_science_and_electronics,0.0,0,2.0,Anglais,B1,daily,,"Unit tests frameworks have been created in order to help developpers finding bugs. When you are writing some code, you always have to make sure that you didn't make a mistake. To prevent mistakes and bugs, you can test your program with some specific inputs in order to see if you program responds correctly for a given value.
A unit test is a function that tests a small portion of your code. Some  frameworks (like Google Tests, Junit) brings you a set of useful test  functions. For exemple, the most well known test function is 'assert'.  For a strongly typed language (such as Java or C++), the framework has  an assert function for each primitive types. If your function should  throw an exception, a framework's function can catch it or alert you if  the exception did not happen.
Unit tests are written in a file which is integrated with the project : it means that they should not be removed at the end of the developpement, even if the project is terminated. It could be benefit for other developers which may find your code some years later and read your tests in order to see how your software is working.
Adding a new functionality to jour project which uses some tested function is easier. If a bug happends then you know where it is located.
 Unit tests frameworks have changed our way of coding. We learnt in a course at the university that we should write some tests before the function, this method is called Tests Driven Development. We can't be sure at 100% that our program is working correctly but we can avoid a good amount of dumb errors by testing the code with some specific values.
I not always use this method because i don't like writing tests. I find that a bit boring but it forces me to think how to design my function before coding. Thanks to the university and to the TDD, i saw a better code quality in my projects and I became more comfortable with errors detection.
Unfortunately, unit tests are not magic : it means that if you write a test with a bug then your function may pass it even if the function was wrong.",0
B2,B2,12.0,French,Medicine,2.0,2,7.0,Anglais,B2,weekly,,"the invention of the stetoscope :
<u>
</u>
Before the stetoscope was invented,  doctors would listen to their patient’s heartbeats by putting their ear to their chests.  For instance, if there was considerable insulation between the actual heart and exterior of his chest in the form of fat, this method failed.  Exactly, one such situation was faced by French physician Alex Dupont, when he couldn’t judge the heart rate of one of his patients on account of too much fat on him. He invented the stethoscope as a wooden trumpet-shaped tube that amplified sounds coming from lungs and heart. That principle of sound amplification hasn’t yet changed till date.
 In my opinion, I think that the stetoscope has reinvented the medecine and in particular the clinical examination. It permits to change radicaly the heart and the pulmonary examination because just with the nose of the organs, now you can tell which disease you suffer from. Whitout any complementary exams, you can know lots of things about your body. This is a quickly clinical exam.",0
B1,A2,10.0,French,Education_sciences,2.0,2,0.0,Anglais,A1,never,None,"I want to describe the concept of homescholling. Before the pandemie this concept was called only instruction in family.
This concept was very used in Paris during the pandemie for exemple. During the lockdown, parents could be make the class for their children. They practice different activities with their children. Children learn at their own pace,  they have more free to learn ""what they want"".
In this concept, the lesson  dispensed by parents. They learn with ""the school of life"". They learn out the house, they go in library, in park, to discover the world.
 I think that homescholling was good for children who are victim of builing or health problem.
Then, homescholling can have bad consequence on the children, beacuse, they are not socialise with other student. I think is important that children don't make all their scolaritie with the concept of homescholling because a child need to growing up with a framework, with a little bit of autorities and with other children.",0
A2,A1,11.0,French,Material_sciences,1.0,1,2.0,Anglais,A2,monthly,,"The phone is essential for to live and he is evolved since that he invented. Today, we speak of smartphone. We can to find it with differants brand like Apple, Samsung, LG, Wiko…
At the beginning, the phone useing for to call and to send SMS by satellite. He was at touch and of small size.
Today, we can to navigate on the net, to play on applycate, to reed of books. We have the same avantage as before but best like called and SMS who pass too by the net ( like Apple ).
I don’t know the price of first phones but i think that must cost today. The price, today, is between 150 and 1800€. That depend of technology uses in the prcess.
 .",0
B2,B1,8.0,French,Medicine,0.0,0,1.0,Anglais,B1,weekly,,"Last summer, I worked in the Pneumology Department. Actually, the main objective was to improve my experience, and discover some pathologies (related on what I learned last year). In fact, there is no doubt that the more we practice, the more we learn. I worked with nurses, physiotherapists and doctors. I was there for 3 weeks, which was pretty enough to see and learn plenty of abilities.
There were other students with me and everybody was very welcoming, and explain me each time I didn't know to do something.
I work in a hospital near from my parents' house, so not in Rennes CHU. It is interessant to compare organisation in a hospital different where we are going to do almost all stages.
 I enjoyed this experience. I met nice and passionated people and I progressed a lot. As far as I am concerned, I have the feeling that the best way to learn is to practise, because sometimes what we learn in theory is too far from reality... Obviously, we need to associate theory with practice because they are complementary.
Moreoever, as a doctor we need to develop relational abilities, so that I could improve them. It is very grateful to feel helpful and improve patients' quality of life, discuss with them about their worrying and rassured them.
To sum up, this experience was very interesting and helpful for my studies.",0
C1,C1,1.0,Other,Computer_science_and_electronics,0.0,0,0.0,Anglais,B1,never,,"A Portable Computer.
Also called ""Simply Portable"", it's a personal computer whose weight and limited dimensions allow easy transportation.
Laptops have many uses, both professional, personal and educational, and are sometimes used for personal media backup. A laptop is equipped with the same types of components as a typical desktop computer, including a screen, speakers and physical or virtual keybord.
Since the 2010s, most are also equipped with an integrated webcam and microphone.
Finally, the presence of an electric accumulator, or battery, rechargeable using a socket ensures this type of computer autonomy for its portability.
 ,nn",0
A2,B1,7.0,French,Information_and_communication,6.0,3,2.0,Anglais,,daily,Spanish,"Hi,
I'm going to tell you about a work of art that I appreciate, ""La nuit étoilée"" Alex Dupont painted in 1889. The colors are blue with points of yellow light. We can also see rounded shapes in the sky but also in architecture of the church in front of the art.
I really like the atmosphere, a story night, probably in a small country town because we can see behind the houses rounded mountains. The paint used is oil paint, a technic that I like because the colors stand out.
You can see the work of art in the museum of Orsay in Paris.",0
B1,B1,11.0,French,Pharmacy,4.0,2,1.0,Anglais,A2,monthly,,"I choose like subject ""the vaccination"". The vaccination is one of biggest progress in public health. A lot of lives can be saved with this treatment. It'a about an act of prevention. The vaccination was discoved in the 17 century. This practise consist to inject the virus in the goal to create a liitle inflammatory reaction. At the second meeting, the organism recognizes the virus. The inflammatory raction can be attack the virus and kill him. We are talking about immunization.
 Many people are against the vaccination. They think injecting the virus can be dangerous. I not agree, indeed I think that it prepares the body to fight it.
More, we only get vaccinated to protect ourself and others because we live un community.
The vaccination allowed to eradicate some pathologies.",0
B1,A2,8.0,French,Information_and_communication,1.0,1,3.0,Anglais,B1,monthly,Spanish,"I discovered Tiktok at the age of 17. At first, I try to understand how use this application and I learn quickly. It seems to natural to learn at use social media and particulary Tiktok because it's do for. You can follow who you want, the feed which you want in fonction taht what you like and comment. You can like anything you want. You can discover count or activities that you never going look before. And at your turn, you can easly share and send message with our friends and strangers for exchange opinion. When I used Tiktok, I understand people can be who they want, in fonction that who they follow. And that prove, that identity is developp with Tiktok. People can chose who they want to be but at the same time it's more easy to show yourself at natural.
 With this experience, I can understand fews things. In fact, Tiktok's users can use this application like them bullet. It's more easy to post and more natural to show yourself at the difference of Instagram where people do attention at the feed, the photos, etc. Personnaly, I think it's a good thing for discover activities, passion, humors or particularities of people. There are community who formate thanks to this appllication. Everyone can find a place or a group. So, for me, it's benefit for teenagers to find them place in a society in general but it's also benifit for adults who can understand and share them tips and opinion on different topics.",0
B2,B1,10.0,French,Life_and_environmental_sciences,180.0,4,20.0,Anglais,B1,monthly,,"Renewable energy is energy that can be collected from ressources which are naturally replenished like sun, wind, waves. This term exist in human timescale and depends of the consommation speed and renews speed.
 Thanks to this energies, we can finish to use fossil fuels and devellop economic and politic indenpendance of some countries with exports. Fosill fuels becomme more and more expansive and this can have bad consequences between countries.
 The use of renewable energies can improve and decrease the environnemental impact with wind power or photovoltaics. Biomass and fuels contribute to CO2 emissions in the air and cosume a lot of water but with other methods like wind we can keep and conserve water. Thanks to that, the air pollution decrease and CO2 emissions too.
Renewable energies are  good possibilities to improve environnement. But for the moment, they are a bit expansive to be use everyday by everybody.
 Many countries try to use it and I think we need to talk more about it to people. We need to put forward the pollution problems and sensitize people to the impact in the environnement and soon to us.
 Before use renewable energies, we need to educate people and inform them to the possible consequences of the big energies and ressources consommation we are making. It's important to change our life habits and respect more environnement. It 's also important to put forward local producers to reduce transport pollution.
 The daily life changes can have a big and positive impact if everybody make it and decide to have better habits.
 And later, it will possible to use renewable energy to complete this change. But use only this type of energy is not enough.
 Those energies can be more use by compagnies and some of them can reject less CO2 emissions or waste for examples.
 In my mind, renewable energies must be combine with serious daily life questionning",0
A2,B1,10.0,Other,Information_and_communication,0.0,0,0.0,Anglais,B2,never,None,"Social medias are online platforms used on our interpersonnal communications. The most famous ones are Facebook, Instagram, Twitter or Tiktok. All type of format are used : text, pictures, videos, sounds, etc... We can use them on our mobile phones, so everywhere. It allows to be connected to the rest of the world : friends or strangers.
 [Cependant] social medias have big problems.",0
