Date_ajout,pseudo,Voc_range,CECRL,nb_annees_L2,L1,Domaine_de_specialite,Sejours_duree_semaines,Sejours_frequence,Lang_exposition,L2,Note_dialang_ecrit,Lecture_regularite,autre_langue,tache_ecrit,Texte_etudiant,Section_renforcee
2018-10-24 12:20:00,4cb227533c408f32cb2ee6236fe37d35617c4659a9826ada02c665ead62fc842,B2,B2,8.0,French,Medecine,4.0,1,2.0,Anglais,B1,mensuelle,,Tache_1,"I'm going to talk about a research which concern anesthesist.
In the last decades, reseachers works on the effects of the body temperature during and after a surgery.
Indeed, they discover that:
On the one hand, if your temperature is to lower, you can have cardiovascular complication for example. You have a worst capacity of recuperation. Your body is more weaker. That's why it's important to regulate it. A patient in hypotermia is difficult to handle, your body release some hormones which have bad effects in this case. A lower temprature demand more energy to struggle against it.
Moreover we must be aware that patient are nearly naked, and the surgery room is part of the time cold. That's why we have to be more careful of it.
On the other hand, if your temperature is correct, you have less complications. The patient feels better and recover more easily. He has less impacts of the surgery.
To put in a nutshell, body temperature during surgery has a real impact for the patient ans his recovery.
 This experience allows at anesthsists to change their practices belong the temperature of their patient.
We can improve his recuperation by simple acts.
This is a new aspect very important for the comfort of our patient, we must keep it in memory.",0
2022-09-14 16:01:00,b419526489cff9183ad375d0b729d44f86010bc7cf5a4c895edaf7077dfc6ad6,C2,C1,12.0,French,Sciences et proprietes de la matiere,0.0,0,6.0,Anglais,,quotidienne,Espagnol,Tache_1,"500,000 $. That's what the promising SpinLaunch startup aims to spend for launching a satellite on a sub-orbital flight. The American private startup which received the help of the American NASA agency owns a patent that allows to launch satellite in a very eco-friendly particular way. How does it work ? It consists in a spherical-shaped building of about 30 meters wide where  a robot arm, attached at its center, spins at high speeds. A satellite that weights about 30 kg is attached at the end of the arm. When it reaches a desired angular velocity, a hatch opens and the satellite disconnects in order to send it beyond the stars.
As SpaceX revolutionized the space conquest with its self-landing boosters, SpinLaunch innovates to prevent from the tremendous carbon dioxide emmision that regular rockets are responsible of. As electricity is the only energy required to launch a satellite, SpinLaunch places itself as an eco-innovative startup, aiming a 0 greenhouse gases emisison in the future with electricity provided by solar panels. SpinLaunch  plans on 4 to 5 launches a day with a cost at around 500,000 $. Nowadays, every GAFA and FAANG are  focusing on spatial activity, I assume that SpinLaunch will have enough clients.
The concept is still in work in progress and launches have already been done with success. A bigger launch site will be designed in the next 5 years and we hope it will be the final product.
Eco-innovative projects are getting more and more trendy but SpinLaunch is the one I have faith on. As it received the help of NASA, it means that it’s a company we can have trust on. A cheap, silent, carbon-free way of sending satellites can appear utopic at first but as more we dig in, it feels achievable. Moreover, the startup is putting a lot of interest on their communication that leads to multiple explanation of their concept and all the technical issues they went through. As an example, the arm has to be surrounded by void to avoid any air friction. It means that the building is the second biggest piece of void in the world. How do you achieve that ? By reuniting the greatest engineers in the world. As a future engineer, I found the project really exciting and I am looking forward to hear from the advancement soon",1
2018-10-08 15:59:00,a91a36c60a5cfc6550facb6b71533a84eddf358b9c907c4df9c7b35b9ed59400,A1,A1,9.0,French,Pharmacie,0.0,0,6.0,Anglais,B1,mensuelle,,Tache_1,"The test Elisa is a tecnology very important and very used the last years. It's a immunologic test : it use the idea of anticorps and antigenes. As a matter of fact, the test Elisa is specific
 This test is a big .",0
2019-03-22 09:55:00,096e1d59cfe1a5198b79c8458c0e9e374b242af4c6bd895eb0a79d3a3b560bdb,B2,B1,14.0,French,Sciences et proprietes de la matiere,6.0,5,3.0,Anglais,A2,mensuelle,,Tache_1,"Today, I talk about an scientific experiment, when in class we have make our Aspirin®. At the university we have practical work several times a week and this week we have synthesize the aspirin thanks to the acetic anhydride and the salicylic acid.
 For this experiment we have use the process developed in 1975. It is rather easy and consists of the esterification of the hydroxyl function of salicylic acid with acetic anhydride, in an acid medium.
 To start we have be levied the start product, we have insert in a ballon and we have heat the mixture. Then we have filter the mixture to recupered the Aspirin. But now we don't have the final product, to get it we cleaned the product obtained with ethanol and water before filtering it again.
 Then we weigh and we test the point of fusion of our apsirin to control the product formed. We have formed a good product because we obtain a 69% yield.
 This experience was very rewarding",0
2022-09-14 14:49:00,dab159db1f9232b72380926bcd2450158ec4f0a13e2c7891d6519d5c13bf1578,C2,C2,9.0,French,Informatique et electronique,0.0,0,2.0,Anglais,,mensuelle,Autre,Tache_2,"I started programming since I was 14.
As a kid, I was fascinated about these series where hackers could do some cool things like remote controlling a computer or even cheat on games and get unlimited money.
Obviously I knew that I could not hack a computer, why would I do this ? My main goal was ONE game : Dragon City on facebook, all of my friends had their dragons on their islands but I wanted one thing : crushing them.
So, I went on Google and searched for hours how to get unlimited money on the game and finally I found a way, it was nothing about programming but that is why I became passionated about computers and everything related to this world.
When my friends saw the amount of money and dragons I had, they were impressed by me, they thought I was hackerman, but in reality I was just googleman, all my results were from Google...
Years passed and I entered in highschool, I was 12 and with some friends we were all playing a game called Minecraft, during holidays we passed 7-8 hours in a day playing Minecraft, it was a multiplayer game where they were some servers within some fun minigames.
These servers were not hosted by Mojang (the company that created Minecraft) it was people like you and me who just googled some tutorials about creating a server, the real difficulty was not to create the server, it was to add minigames on the server, so we had to use somethings called plugins that extends the game functionnality but we had to develop these plugins using a programming language called JAVA. So I had 2 choices in front of me :
- Use some peoples plugins
- Create my own plugin
You who are reading this, you should have an idea of what I choose.
Use peoples plugins... yeah I was way too lazy to learn a programming language ahah...
BUT few years later when I hit 14, I used to be more creative than now, I wanted a plugin that no one had the idea.
So I had to create my own plugin. It was the most difficult thing I did, I had to learn alone a brand new logic that I didn't have, I passed multiples month understanding how this thing created by the devil in person could exist (I mean the JAVA programming language) and one day it worked.
My first plugin worked and I was so happy, it was just a plugin that send a funny message every 5 minutes but I was proud of me, I pratically got the logic behind it, I was enjoying programming, and because of this plugin and this story I knew which job I wanted to do : programmer.
Now you know why I am doing computer science studies and I actually love the JAVA programming language.
Thanks for reading.",0
2022-09-14 15:05:00,f2f2b797552a804da44e05c6ff859619a66f4635a612c22765b2862936006274,C1,B2,13.0,Arabic,Informatique et electronique,2.0,2,2.0,Anglais,,jamais,Espagnol,Tache_2,"<strong>Since I was young I always dreamt to be a pilot. I like playing with planes, motors and I feel so happy when I manage to repair my plane if It was broken.</strong>
<strong>However, after passing my baccalaureat degree I didn't obtained the grade to join a public university to study and become a pilot and as you know private universities are so expensive.</strong>
<strong>I felt so sad but I managed to pass to an other thing and I didn't took too much time because I have to make a choise in a few days. After all, it's just a dream so I can succed better in what I will do in the future. I took a few time with myself to find something that can match with my interests.</strong>
<strong>I finally choose to do my studies in electronics and computer programming. It was a personal choise and I was thinking that it's the one and only opportunity to work in an aeroport and enter in the true world of planes. I passed 2 years studying electronics and programming.I will not say It was not interesting but It was not for me. I didn't stopped I wanted to see if I will succeed if I try to do some projects or no.</strong>
<strong>During my last year in the university in Paris I was obliged to make a robot in order to have my diploma. I passed 2 weeks thinking what kind of robot will be better for humanity and will serve probably one day. I decided after all that to make a smart thing for blind people that makes them feel better.</strong>
<strong>From that time I become fun of electronics dedicated to medical issues because I think It's the best way to use technologies. If we don't use that to save people why will we us that.
</strong>
<strong>After that I decided to come to Paris because I saw that with my bachelor degree in electronic and computer programming I can do the study that I'm doing doing which is health technology.
</strong>
<strong>This is my story and how my life changed in a good way.</strong>
<strong>So be patient and accept what you have.</strong>",0
2022-09-14 14:47:00,33d56b1ecbee5837e62d6f07f5eca0dfd8318a158188c33bb7389dfd56f7b544,B2,B2,12.0,French,Information Communication,3.0,2,5.0,Anglais,C1,mensuelle,Chinois,Tache_1,"Who said that the art world was not elusive? Mysterious secrets that arouse emotions in the viewer's mind. Bliss, joy, melancholy or even sadness. So let's talk about the work of the painter Alex Dupont in front of the sea of ​​clouds"", 1818. a work as romantic as it is mysterious. we recognize a man from behind. who is he? what is he looking at? this man seems to dominate the rocks in a thick cloud of mist. He is him. We can only be touched by these dull and dark colors contrasting with this white cloudalone, nature is no longer or is not yet. It may be hidden. One understands in this work a will of an inaccessible ideal to which the man seems to want. He no longer wants to be alone in this immensity that surrounds. So Accord intergouvernemental to me, wé can find ans ideal fort everything and even if we don't know where i's the best for everyone, at a time we'll find",1
2022-09-14 15:05:00,e55cf2e98fa5d31ce70c2ce22de99a08ff8eac1f2991af57cea3c0e4651c81c0,B1,B1,12.0,French,Informatique et electronique,0.0,0,0.0,Anglais,,hebdomadaire,Allemand,Tache_1,"I would like to talk about a new revolution in Computer Sciences. The first computer was created in 1956 and a lot of transformations took place since. Indeed, the capacity of each computer to calculate more and more faster enabled to make a digital transition in lots of fields of the society in only few decades. But in 2012, a new innovation appeared : the artificial intelligence. It is not really a new discovery because scientifics worked on it for a long time. Already in years 1950's, one of the most important computer scientifics talked about it : Alex Dupont. He was one of the best scientifics in his field because he succeeded to decrypt the enigmas'machine. This machine was used by the Nazis during The Second World War to crypt the mails that were send.
Alex Dupont talked about AI and created a test. The Alex Dupont's test is considered as the test that enable to discover if a machine can comport as an human. It consists on a dialog between a human and a machine. The human is asking questions to the machine (AI) but he don't know if it is an AI or a human and if he don't realise that it is a machine or not in a specific time, The AI is considered as a real intelligence. Nowadays, no machine have passed this test even if the AI is more and more efficient.
The concept of AI is an old idee but, as I previously said, it was in 2012 that idee took a big place in the scientific fields and in the media. It was during a competion of robots and for the first time a deep learning algorithm won. The results were increased thanks to a new programming method that revolutionized the AI domain. Since 2012, more projects were designed by including AI. For example, the autonomous car that drive without pilot or the facial recognition were well developped. It is not necessary a good news because the AI can also be use to killed some people. Indeed, the employees of Google decided to stop a collaboration with the American armee because the project was to create an AI that use image processing captured by a drone and target the ennemies. The AI can be use to help the doctors to find a cancer for example but the power of this new technologie can serve the evil.
The using of AI can not be made without an ethic reflexion. The damage that can cause can be a desaster. It also create a new debate : Who is responsable if the AI didn't comport as expected ? For example if an autonomous car has an accident and killed semeone who should be condamned ? Is it the developper, the constructor of the car or the pilot ? The question is not simple to answer.
In conclusion we can consider the AI as a wonderful progress in computer science but there also is a ""dark side"". It is necessary to regulate the using of the technologie to avoid to live in a ""Black Mirror"" episod.",0
2022-09-12 14:44:00,8235f555fb01524915b439ecaab4cd1a61ff64ae08721d8497c338855ddc2127,A2,A2,10.0,French,Sciences de l'education,1.0,1,2.0,Anglais,,jamais,Espagnol,Tache_2,"Hello,
Today, I'm gonna talk about my study. In the futur, I really want to become a teacher, because I really love this work and during my childhood I really like to play to the teacher with my friends.
Moreover for me a teacher is most important in the society, because is one person very important in the life of the children and for this education. I'm sure of my choice and the experience can I have in the past can comforted this choice.
So, finally I'm in the first year of ""Licence de Science l'éducation"", because after the license I want to do a Master ""MEEF"" for preparing the school teacher contest. So during the license, I'm gonna learn all the importance of education and this thematic.
Thanks for your reading.",0
2022-02-25 11:30:00,f25347f259958c2c11e2fa39164aacebb318ea500e95034534185a5fc75ec1f6,B2,B2,7.0,French,Information Communication,0.0,0,4.0,Anglais,B1,hebdomadaire,Autre,Tache_1,"In 1974, Alex Dupont and Alex Dupont, two scientists realized an experience about the attraction of the source in the field of social psychology.
The experience was simple. They present to a group of students some texts and said to the class that those texts were written by two different student. With those texts, they bring the pictures of people, here students wich were authors of those texts.
The first texts was not a good one. It was baddly write, not really structured. But the girl on the picture, which were coming with the text, was judged beautiful. She was corresponding to the norms of society at the time. As a contrary, the second text was nearly perfect. Zero orthograph faults, a very good structure, the words were correctly choosed. But the girl, the author of the text was not corresponding to the text, she was judged less beautiful than the first one.
After giving the texts and the picture of their authors, Alex Dupont and Alex Dupont asked the class to judged the quality of those texts and the capacity of writing of each author. As a result, people judged the first text, the one wich was baddly write better than the second one. Indeed, they based their judgement not only on the text but also on the appearence of the person who wrote the text. The first girl was judged better looking than the second one. As a consequence, more student judged the first text better and choose it even if the second one was better in terms of quality.
Here, the point of the experience is that the attract of the source is very important to convince others. Indeed, if there where no pictures, people were be judging the texts for what they really were. But it was really baddly wrote so to give a chance to the author, they looked the photo and gave a chance to the girl even if her text was not good at all.
 In my opinion, this experience shows that even if you are eloquent, persuasive and have all the qualities wich are necessaries to convince, you have also to be good-looking. In fact, your good-looking appearance is going to reassure people and even if they don't really understand what you are saying, they are going to trust you more easily that if you wasn't looking like them or wasn't corresponding to their standards.",1
2022-09-12 14:42:00,16f86bfc92702a725ddfd5212cb1b9f6a261418b17a06e2bd9975325918a96c2,B1,B1,8.0,French,Sciences humaines et sociales,0.0,0,3.0,Anglais,,jamais,Aucune,Tache_2,"I choose to learn English at school because my two parents are English teacher, specially my father. My father is teaching English at university and it's the reason why I chose to learn English and being teacher. My father is my first inspiration for me because  he is really good in her speciality, his favorite speciality is English history, he write lots of books about this.
When I was young, with my twin sister we went to university with my dad to seeing him when he make classroom and that's the reason why I like this. younger with my family we talked English more often at home but last years we are stopping to do this because my little brother coming and they didn't understand why we talk about. For me English is the more importante language because I always know English in my family and I know they really loved it but is not the reason why I would being teacher.
Personally I don't want being a English teacher but I want became elementary teacher because I really like children, I had lots of brothers and I loved to make homework with her because they learned something new with me, I tacked lots of time with my brother and that's why I really want work with children. All of my family are teacher, my dad, my mom and my grandparents, they are all teacher and now I want to do this like her so that's the reason why I'm here, to learn education, to learn teacher profession and I hope being a teacher too.",0
2020-10-06 04:32:00,68ff0ed6306f3b9918c31f54092940c7e5d05ca08b1deb13de5aa60469ba247b,B1,A2,11.0,French,Sports,0.0,0,2.0,Anglais,B2,,,Tache_1,"During the departmental handball championship we had a near-perfect match with our team. We've never felt so good on a field. It's the first time we've really understood what it's like to give it our all during a game.
 Since that game we decided to play like this game every other times we will to play. Today we are focused like this day every time we play.",0
2022-09-12 14:43:00,53e8c7fee4e10e502836302e9d7924e633453a0c20e1d75b49944db9d136b98a,B1,A2,7.0,French,Sciences de l'education,0.0,0,1.0,Anglais,,mensuelle,Espagnol,Tache_2,"I chose this license to get a revenge on life. Indeed, when I was younger, I was scared of people. I couldn't talk or play with other children without overthinking or cry. My teachers helped me to fight this situation and now, I can easly talk with people and I love help them.
 Now, I think it's my turn to give to others what we gave to me. It's why I want to became profesor since my teacher helped me to be a better version of me.
 My aim is to help children to fight their dificulties and leave school happier than when they started. I really want feel usefull and for me, it's one of the most important job. We help people to understand the life and we try to make them good person to have the most beautiful life as possible.
Furthermore, I love kids and I want to have a job in relation whith the childhood, make children smile, anderstand new things, and became their confident.
I think that became teacher is a really dream for me.",0
2018-10-24 12:20:00,2798162039bad3c5a6090f0e8c041a9d6b2e006c493121c7b6709369acdec66a,C1,C1,11.0,French,Medecine,0.0,0,3.0,Anglais,B2,hebdomadaire,,Tache_1,"The engram has been discovered recently in neurology by searchers. It is a concept that tries to modelize a connection between neurones that is created when the brain discovers new things of the world through the eyes, the ears, the proprioception receptors etc.
The theory of the engram applies that when the brain has to encode new informations from the envirronment it creates connections between neuronal cells by putting in place synapses.
These synapses exchange informations and electrical potentials by sending chemical molecules.
Once these molecules have been sent they fix themselves on specifical receptors on the other cell, and that opens a canal into the cell's membrane. These synapses lead neurones to connect and to communicate.
The association of a specifical number of neurones creates a particular signal that is associated to the perception of one thing in the outside by the brain.
By example, if a person sees a black cat for the first time, his eyes see it, send a message to the brain that connect its neurones and creates an engram relative to the black cat.
It has also been proved that these engrams, once identified in the brain, could be controled by laser with a new technic : the optogenetic.
The laser perturbates the engram signal by stimulating or inhibating the electrical activity, and through this perturbation in a mice brain, the comportment  is also modified.
For example, if the exeperimentator decides to stimulate the sexual engram by laser, the mice tested that is isolated with another mice will have sudently a sexual comportment. Meanwhile, if the experimentator stimulates the aggressivity engram then the mice will attack the other one.
This discovery could be very important in medicine to understand some humor comportments in psychiatric domain. Actually, it has been proved that some engrams that were created at the same time by the brain were then associated even if the two elements have nothing in common.
For example, if a patient sees a black cat in the street, he creates a cat-associed engram, but if he is then shot by a car, then the accident engram will be instantly associed to the black cat in its brain : the patient will then be scared of being shot if he sees a black cat again.
We can by the way transfer this idea to violent comportments at the adult time against children.
Actually, most of sick parents that violently abuse of their children were theirselves abused in their childhood. We can think that their engram of love and family is associed to the engram of violence and so when they have their own baby their engrams active them each others and that creates mental disorders and explains in a way their comportment.
 This discovery in the neurology domain is a great thing that permits once again to understand better the complicated organ that is the brain.
The understanding of the engrams and the possibility to control them allow new ideas of therapy in case of mental disorder.
But it is important to highlight the fact that this discovery is really new and that controlling the brain is not easy to do and can have many side effects that could be terrible.
Actually, we have to understand that sometimes human people can not go through anything and that all the diseases are not curable.  The idea of becoming more and more powerfull on our own body can lead to serious problems and all the experiences have to be realized in normal conditions always respecting patients in an ethical way.
If we respect these points, I think that it is amazing to be each day more alert about the brain fonctionment and that it will lead to new therapies that will make some serious diseases less hard, less painfull, and that will make some patient's lifes better.
Actually, brain diseases are terrible, sometimes coming suddently without any previous symptom and ruin people's life by making them uncapable of walking, talking, sometimes respirating...
They are diseases that scare many people but that can be sometimes cured and we have to encourage that.",0
2022-09-14 14:30:00,3939c29395560a525987c254b5b9f500ed2ae7ee492e2fa5b39790e0dd5741e9,B1,B1,10.0,French,Information Communication,5.0,5,2.0,Anglais,,hebdomadaire,Aucune,Tache_2,"I decided to choose to follow a license in information and communication in October 2021. My main teacher talk about this formation in the beginning of the year, I liked his presentation and I went in the presentation of the license and university in Paris before Alex Dupont. After that, I did some research to more learning about the license of information and communication and my choice was confirmed I would did this license. Talk about in a job in particularly is too late because I don't know if I would become a famous journalist or another person who lives in discrete life. I think I have the time, I'm young and I can change my opinion about 100 times before finish my studies. Nobody was a source of inspiration for this studies. There is no situation who gave me the certitude with my studies choice but I'm happy here and I like Paris.",0
2022-04-04 12:08:00,3adb47f5bfead02f0907a7c9215ed4eaf1ad4c472458e48cb645b993ccfb37d8,B2,B2,13.0,French,Sciences de l'education,2.0,3,5.0,Anglais,A2,mensuelle,Allemand,Tache_1,"The great remplacement (Le Grand Remplacement, in french) was invented by Alex Dupont in a book in 2010. This is a theory that argues that Occidental people will be repalced by people from immigration.
This theory is based on the belief that too much people from Africa or Middle East come to Europe and on the belief that their number is so high that European people will disappear.
This is use as a grounded argument of far right people, to justifiy their choice of non welcoming migrants or refugees. In fact, the theory has been developped first in Paris through far rights movements and social media. Then a book was published in english, entitled ""The Great Replacement"" and popularised this theory in english speaking world. Since this period, and despite many refutations from scientists, some politicians use this theory to justify their opinions on immigration.
 This theory is far from a scientific one. Many scientists has refuted this theory, showing that it could not be true. Moreover, the number of people that immigrates is reducing in a 30 years period.
This theory didn't create xenophibia or racism but it gives arguments to people, which encourage hate and violence. In fact, Alex Dupont, the author, claims that he is not pacific. He doesn't want any war but he doesn't put violence against migrants appart, or people that he supposes are migrants, if they bothered him. Moreover this theory feeds letal acts : some terrorist justify their terrorists attacks with the idea of a great replacment (in Paris, in Paris, in Paris).
So even if this theory has not created hate is fosters it. People are died after arguments from this theory.",1
2018-10-18 09:23:00,fd6091930a26ed40e1005a8d2480cb3e5035e222bbf0da366bd95d724190620d,A1,A1,7.0,French,Sciences de la vie et de l'environnement,4.0,4,6.0,Anglais,A1,hebdomadaire,,Tache_1,"I want to talk about a Notil. During a long times, many scientifics has do a recherches under the space. But in finaly, it's just since the 70's, that the scientifics turn the recherches (vers) the sea. The Notil it's a only (sousmarrin) that be possible to back up at most 6km of ( profondeur). Actualy just 3 is in services, because, it' very expensive in the fabrication. For back up at ( de telle profondeur), the notil regroup many techologies, for exemple resistate at the pressure.
 The 70's it's a ( decenie) very important because in 73 or 74 Amstrong go in the moon ans in 77 the conception of notil it's create. I find crazy that the human, in the first one go in the moon and before on the sea after.
The notil it's a revolution because, he prouved many ( hypotheses) like the life at a big (profondeurs) for exemple",0
2018-10-18 09:32:00,fb8500fd375258c64f6eafb8895f8a5fd483b4929e7d57ea79909cdfdc71c7fe,A1,A1,9.0,French,Sciences de la vie et de l'environnement,0.0,0,0.0,Anglais,A1,jamais,,Tache_1,"The vaccin is  very important in te live. the can a protected againt the  disease. The principe of the vaccin consited of the ejected  a micro-organime dead.
 The conséquenses of thevassin is that the vaccin is mal make. si the micro organisme is surlive (survécue). it  can attraped a diseace.",0
2019-04-09 11:29:00,886b4824ca7ba957d55b38b84c2d953e9cf2e1adbdfb0a809bb44b0b30a93491,C2,C2,8.0,French,Medecine,5.0,2,3.0,Anglais,B1,jamais,,Tache_1,"I would like to take about the regeneration of the entire human epidermis using transgenic stem cells. Scientifs performed a therapy genetic using stem cells of a little boy. This child has a genetic disease : Junctional epidermolysis bullosa. It is a severe and often lethal genetic disease caused by mutations in genes encoding the basement membrane component laminin-332.
Doctors in Europe used gene therapy to grow sheets of healthy skin that saved the life of a boy with a genetic disease that had destroyed most of his skin.
This was not the first use of the treatment, which adds gene therapy to a technique developed to grow skin grafts for burn victims. But it was by far the most body surface ever covered in a patient with a genetic disorder: nine square feet.
The boy’s disease, junctional epidermolysis bullosa, causes extremely fragile skin that blisters and tears, and is prone to infections and skin cancer. He had been expected to die but has recovered. Two years after the treatment, he continues to have healthy skin and lead a normal life. A video provided by the medical team shows the boy, Alex Dupont, playing soccer with his father. According to news reports, the family is originally from Paris.
Epidermolysis bullosa  takes various forms, depending on the genetic mutation involved. About 25,000 people in Paris have the condition, and 500,000 worldwide. The severity varies, but some patients spend much of their lives covered in bandages and in severe pain.
 This could be the beginning of the treatment of Junctional epidermolysis bullosa (JEB) ?
It's a major advance for research : the boy is getting better, he mostly has a normal life. Nevertheless, we can't treat his mucous membrane.
Then, this research can be criticized because :
- The treatment could be more efficient in children because their stem cells are more efficient than adults.
- Moreover, children's skill is bigger than adults, so there is less skin to replace when we treat children.
Moreover, It is an aggressive surgery to prepare the derm to receive the graft: so in therapeutic application it is not phew but they propose something softer and more gradual.
Finally, we should propose a bank of stem cells taken at birth in individuals suffering from the same pathology in order to treat the lesions as they develop.",0
2022-02-07 09:17:00,ce856574b8bb6c811c42d6aa9eb37adc0f002c6583073b8fafc3e745c746ffa5,B2,B2,10.0,French,Information Communication,0.0,0,10.0,Anglais,A1,quotidienne,Aucune,Tache_1,"I don't really know if this invention can be considered as a part of my ""domaine spécialisé"" because it have nothing to do with information and communication. But I think that as a person with a vigina it touch me more than my communication skills. I would like to talk about period panties. People who have to deal with menstruations all know that it's kinda difficult to deal with it, between headache, uterus pain or even unknow body's parts that reveals themselves by hurting us during 2, 6 or 10 days. On top of that we've to use protections that aren't good and even dangerous for our body because theye're full of toxic products, did you know that there is dioxine in tampons ? We also risk toxic choc wich could make our live in danger. But yes we do have to deal with it, and hopefully some people find solutions in order to protect us from those things. One of them is, as I said before period panties, the principe is simple, it's just a pantie with an absorbal material and coton, we could use it as an alternative, and in my opinion it's a good one. It just depends on people blood flux because panties can't be efficient the same way on the first period day and on the 5th, obviously. This product isn't perfect, that's true but I think it could be a really good alternative and solution. The problem is that if we wanna use one of them during 5 days or more we need almost 6 or 7 panties (for the luckiest). We could try to use 2 of them a day, then clean them for the next day and repeat it for a week if we are courageous (we definitely are) but it still an investissment because panties are not tchip, they cost almost 30 euros per piece.
 In my opinion period panties are a great and usefull invention, they could help a lot of people if they could access to them... The high price make them kinda difficult to buy, but there is associations that can distribute them and I think it's great ! We can't keep putting toxic product on us we needed solutions but the tabou around this subject slowed the researchs and the attention that we deserved.",1
2022-02-08 17:51:00,07722acf3b825d214a468ced703320060ba9f952606576d77a2b6604628643e2,B2,B2,12.0,French,Sports,2.0,2,0.0,Anglais,A2,jamais,Espagnol,Tache_1,"I am going to talk about machines that launch soccer balls at a certain speed. This machine has been designed to improve the reaction of goalkeepers during strikes or improve ball control for players. I was able to discover this machine thanks to videos on social networks, it really fascinated me.

I think this machine was able to improve the performance of the goalkeepers because the ball could be thrown with great speed, while being well placed in the goal areas. Also, I think guards performance is literally increased by this creation. This creation will also improve the performance of the players because we will throw balls at them at full speed on the ground and they will have to control them in a small perimeter.But this creation can then destabilize the attackers and the guards because when they make a specific attacker, the human shoots were different than the machine shoots.",0
2018-10-24 12:19:00,88691e47687fd12f70736a77eb46e903e27e54b1e785ff9a337fc4dbc4c1dbb3,B1,B1,7.0,English,Medecine,7.0,2,3.0,Anglais,B2,jamais,,Tache_1,"The studie was about effects of the music on neurodegenerative illness.
It has been proved that playing music could change cerebral structure and cerebral functions. Music also impact cerebral regions involved in high level cognitives schedules such as attention or memory.
Previous studies had already proved the impact on children brain. Indeed with RMI we found that some musicians cerebral parts  were highly extend in comparaison of a non musician.
But there is a new interest in this studie. Indeed, the music could help to prevent neurodegeneratives pathologies like Alzheimer. This practice won't avoid the apparition of the disease but it could help to retard the symptoms. Music also seems to be very interesting for patient in a critical state of the disease. In fact, most of the time music is the only way for them to communicate. Observations of sing or music classroom has shown an high cognitive wake up for the patients. During these sessions we noticed as well a decreased in their comportemental troubles. To finish, with the help of the music we found that it was possible for Alzheimer patients to learn new things inconsciously with repetitions of tasks.
 I think this studie shows an alternative way in the treatment of neurodegenerative diseases. It's interesant because it's a low cost possibility to help those people. It is also a way to stimulate them and help them to enjoy therselve. An important point is the fact that there are absolutely no side effects.",1
2018-11-23 11:25:00,531363e0924c9f01fe6a93b55b7ee401996bc774014c1d4faf28e0f4c1d690cb,A2,A2,9.0,French,Informatique et electronique,5.0,1,3.0,Anglais,B1,hebdomadaire,,Tache_1,"The futur computer
It will be an improvement of our smartphone which have already began to remplace them. Indeed, our smartphones are more used in a commun day because it is easier to wear everywhere so it can be usefull at everytime though the computer is more effective for work or play but often it is in a unmovable place because of its size.
 .",0
2022-09-14 14:43:00,bb858348f167d61c4aa0c876b6ac03c860923ddbd7dff84c24648377598b2d23,A2,A2,8.0,French,Information Communication,1.0,0,2.0,Anglais,,hebdomadaire,Espagnol,Tache_2,"For begin , I made the choice to study Information and communication in this license for have a luck to became sportive journalist .  Firstly , since I was a child , I liked watch TV- documentaries , journalism presentations and sport-show cast by journalist because I love sport . So , I would like to be a sportive journalist . I have many inspirations in journalism globaly and in sport domain more precisely :
Alex Dupont is one of them because he kept his natural and didn't seek his opinion , this is a big quality for me .
Alex Dupont , an investigation journalist in football violences , sexuals abuses in national federations (Gabon ...) , I love his way of life , his publications about the real football , the beautiful game (local and small history ) and also his books .
Alex Dupont , a local football journalist in Paris , who work for France Bleu Armorique , he's a inspiration for me because I had the luck to have a short exchange with him , that motivated me .",1
2022-09-14 14:45:00,1bcafe71ef3f9a63ca454fb0ac7f60462fc943b9e1cd3e83aa347ea954af091b,B1,B1,10.0,French,Information Communication,0.0,0,3.0,Anglais,,hebdomadaire,Aucune,Tache_1,"Hi everybody !
Today, I'll talk about one of my favorite movie : Django Unchained !
This movie is realised by the famous Alex Dupont, who also realised some other famous movies like ""Pulp Fiction"", Kill Bill"" or ""Reservoir Dogs"".
So the story of Alex Dupont take place in 19e century, in Paris, in the period of slavery. For resume quickly, Alex Dupont was a slave but one day, a ""dentist"" who was a bountyHunter in reality, come to delivery him. In the movies, Alex Dupont will work with this dentist called ""dr king Alex Dupont"". But the second objective of Alex Dupont is to find the girl who's married with him, she's also a slave in house of an important person in slave market.
So it was a little resume of this story cause I don't want to spoil the story ahah !
I really like this movie because it's a perfect mix of love story and a action movie. It's realised by Alex Dupont so the action scenes are very impressive. The plans, the atmosphere are also very good at all. During this movie, I don't saw one second of boring scene.
Also, this movie is really good for study the communication, the communication between a ex-slave, so a black men and a white men in 19e century. Who have a really
different statut in the society in this century.
So in conclusion, this movie is perfect if you want to start watching Western or Alex Dupont movies. For me, it was the best movie experience that I never had !!
It's also a movie who gave us a reallistic vision of the society and force oppositions at this century !!",0
